Usia,Domisili,Nama Program,Harga Kelas,Kategori,Sub Kategori  1 (Tujuan),Sub Kategori 2 (Minat lain),Sub Kategori 3 (Minat lain),Sub Kategori 4 (Minat lain),Usia_Clean,Age_Group,Region,Price_Segment,Kategori_encoded,Region_encoded,Sub1_encoded,Sub2_encoded,Cluster
29.0,Pangkalbun kalimantan tengah,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
30.0,Ternate,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
36.0,Malang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,36.0,Dewasa Menengah (36-45),Jawa Timur,Standard (31-65k),5,4,8,1,1
22.0,Palu Sulawesi Tengah,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,22.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
51.0,Jakarta Timur,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,51.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),5,1,8,1,1
47.0,Bekasi selatan,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),5,1,8,1,1
50.0,Lam teng,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,50.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
35.0,Sulawesi Tenggara,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
26.0,Kulon Progo,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
22.0,Solo,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,22.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
34.0,Cilacap,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),5,3,8,1,1
38.0,Cilacap,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
26.0,Bogor,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),5,1,8,1,1
34.0,Kota Gorontalo,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
38.0,Solo,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
39.0,Tangerang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
41.0,Tangerang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,41.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
25.0,Pomalaa,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,25.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
29.0,Solo,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
40.0,Bogor,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
26.0,Balikpapan,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
47.0,Purbalingga,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
21.0,Sukoharjo,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,21.0,Dewasa Muda (18-25),Jawa Tengah,Standard (31-65k),5,3,8,1,1
40.0,Samarinda,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
21.0,Bekasi,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,21.0,Dewasa Muda (18-25),Jabodetabek,Standard (31-65k),5,1,8,1,1
28.0,Merauke,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,28.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
48.0,Semarang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,48.0,Dewasa Tua (>45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
38.0,Depok,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
38.0,Balikpapan,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
18.0,Bandung,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,18.0,Dewasa Muda (18-25),Jawa Barat,Standard (31-65k),5,2,8,1,1
22.0,Enrekang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,22.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
35.0,Bantul,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),DIY,Standard (31-65k),5,0,8,1,1
28.0,Padang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,28.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
36.0,Solo,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,36.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
31.0,Jatim,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,31.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
50.0,Australia,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,50.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
28.0,Gesang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,28.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
42.0,Temanggung,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
27.0,Tasikmalaya,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,27.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
27.0,Aceh,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,27.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
23.0,Purbalingga,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,23.0,Dewasa Muda (18-25),Jawa Tengah,Standard (31-65k),5,3,8,1,1
40.0,Cakung,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
38.0,Semarang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
26.0,Kendari,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Sulawesi,Standard (31-65k),5,8,8,1,1
47.0,Mataram,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
42.0,Padang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
47.0,Sengkang sulsel,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
48.0,Sengkang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,48.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
28.0,Malang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,28.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),5,4,8,1,1
42.0,Sinjai Sulsel,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
37.0,Medan,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
46.0,Magelang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,46.0,Dewasa Tua (>45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
35.0,Magelang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),5,3,8,1,1
36.0,Bontang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,36.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
42.0,Cilacap,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
25.0,Sumut,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,25.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
58.0,Depok,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,58.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),5,1,8,1,1
42.0,Lampung,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
38.0,Kaltim,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
25.0,Purwakarta Jawa Barat,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,25.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
30.0,Blitar Jatim,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
43.0,Banten,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
32.0,Sulawesi Tenggara,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,32.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
30.0,Mundu,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
23.0,Bekasi,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,23.0,Dewasa Muda (18-25),Jabodetabek,Standard (31-65k),5,1,8,1,1
20.0,Bengkulu,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,20.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
25.0,Jambi,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,25.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
22.0,Kendari,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,22.0,Dewasa Muda (18-25),Sulawesi,Standard (31-65k),5,8,8,1,1
41.0,Pondok Gede,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,41.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
42.0,Tangerang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
36.0,Cilacap,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,36.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
35.0,Perumahan Dasana Indah,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
40.0,Tangerang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
50.0,Balikpapan,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,50.0,Dewasa Tua (>45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
39.0,Jakarta,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
28.0,Timika,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,28.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
31.0,Kota Bekasi,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,31.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),5,1,8,1,1
48.0,Cimahi,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,48.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
30.0,Cilacap,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),5,3,8,1,1
18.0,Sulawesi Tenggara Buton,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,18.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
27.0,Palembang,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,27.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
24.0,Tangerang,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,24.0,Dewasa Muda (18-25),Jabodetabek,Standard (31-65k),5,1,8,1,1
37.0,Bekasi,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
33.0,Ambon,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,33.0,Dewasa (26-35),Maluku,Standard (31-65k),5,7,8,1,1
49.0,Ambon,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,49.0,Dewasa Tua (>45),Maluku,Standard (31-65k),5,7,8,1,1
40.0,Purworejo,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
35.0,Malang,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),5,4,8,1,1
29.0,Surabaya,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),5,4,8,1,1
38.0,Setu,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
19.0,Balikpapan,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,19.0,Dewasa Muda (18-25),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
34.0,Bojong gede Bogor,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),5,1,8,1,1
39.0,Magelang,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
47.0,Kendari,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Sulawesi,Standard (31-65k),5,8,8,1,1
40.0,Pekanbaru,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
22.0,Kalimantan Timur,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,22.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
35.0,Cilacap,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),5,3,8,1,1
29.0,"Sangatta, Kutim",Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
42.0,Pare-pare Sulsel,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
45.0,Kaltim,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,45.0,Dewasa Menengah (36-45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
38.0,Kediri,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
34.0,Sleman,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
43.0,Kolaka,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
34.0,Jayapura,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
40.0,Cikarang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
50.0,Gresik,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,50.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
33.0,Gorontalo,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,33.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
38.0,Klaten,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
34.0,Kotamobagu ,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
45.0,Kendal,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,45.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
36.0,Nanga2,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,36.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
47.0,Semarang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
37.0,Timika,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
29.0,Mojokerto,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),5,4,8,1,1
30.0,Yogyakarta,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),DIY,Standard (31-65k),5,0,8,1,1
42.0,Banyumas,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
20.0,Cilacap,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,20.0,Dewasa Muda (18-25),Jawa Tengah,Standard (31-65k),5,3,8,1,1
24.0,Jambi,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,24.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
38.0,Jakarta,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
47.0,Samarinda,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
29.0,Riau,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
31.0,Cilacap,BACIMAY,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,31.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),5,3,8,1,1
48.0,Tangerang,BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,48.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),5,1,8,1,1
48.0,Semarang,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,48.0,Dewasa Tua (>45),Jawa Tengah,Standard (31-65k),5,3,8,1,1
51.0,JEMBER,Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,51.0,Dewasa Tua (>45),Jawa Timur,Standard (31-65k),5,4,8,1,1
