Usia,Domisili,Nama Program,Harga Kelas,Kategori,Sub Kategori  1 (Tujuan),Sub Kategori 2 (Minat lain),Sub Kategori 3 (Minat lain),Sub Kategori 4 (Minat lain)
37,Cilacap,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
23,Riau,Jahit Basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
46,Bandung,Jahit Basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
38,Kebumen,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
50,Bogor,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
24,Riau,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
25,Solo,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
0,Makassar,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
31,Jember,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
35,Bantul,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
30,Garut,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
41,Sangatta Kaltim,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
32,Muna Sulawesi Tenggara,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
15,Depok,Jahit basic,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
33,Ambon,Jahit basic ,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
37,Lampung Selatan,Jahit Basic & Donat,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
0,Bengkulu,Jahit basic & Martabak Kari,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
12,Kota Medan,Jahit basic #10,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
26,Jambi ,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
32,Jakarta ,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
28,Lubuklinggau Sumsel,Jahit Basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
39,Mojokerto,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
42,Pekalongan,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
43,Sukoharjo,Jahit Basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
25,Ponorogo,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
46,Tegal,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
36,Walik,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
40,Samarinda,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
27,Pekanbaru,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
28,Palu,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
36,Parigi Sulteng,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
44,Ambon,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
26,Tangerang Selatan,Jahit basic #12,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
34,Jambi,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
41,Depok,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
40,Pasaman Barat,Jahit Basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
50,Malang ,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
20,Pangkep Sulsel,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
42,Malang ,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
27,Sukoharjo ,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
37,Sidrap Sulsel,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
18,Surabaya ,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
27,Klaten,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
23,Sintang Kalimantan Barat,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
20,Lampung,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
42,Makassar,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
53,Australia ,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
40,Malang,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
48,Denpasar Bali,Jahit basic #13,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
31,Situbondo,Jahit basic #6,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
46,Jambi,Jahit Basic #6,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
19,Yogyakarta,Jahit Basic #6,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
40,Bobotsari,Jahit basic #6,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
37,Bogor,Jahit basic #7,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
26,Lampung,Jahit basic #7,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
24,Banyumas,Jahit basic #8,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
40,Jawa Timur,"Jahit basic, Donat, Minuman Kekinian",120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
32,Blitar,"Jahit basic, Martabak Kari, Donat",120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
32,Banyuwangi,Jahit basic#6,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
26,Wonogiri,Jahit basic#6,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
31,Bogor,Jahit basic#6,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
42,Semarang,Jahit Lanjutan,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
24,Ambon,Jahit Lanjutan,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
34,Palembang,Jahit Lanjutan,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
25,Batam,Jahit Lanjutan,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
37,Sukoharjo,Jahit Lanjutan,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
23,Banjarnegara,Jahit Lanjutan,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
46,Purbalingga,Jahit Lanjutan,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
50,Bogor,Jahit Lanjutan,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
18,Sulsel,Jahit Lanjutan,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
53,Enrekang,Jahit Lanjutan,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
50,Makassar,Jahit Lanjutan ,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
37,Parigi Sulteng,Jahit lanjutan ,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
21,Sulsel,Jahit lanjutan ,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
19,Purbalingga ,Jahit Lanjutan ,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
27,Jambi,Jahit lanjutan + Fashion Design Course ,120,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
29,Mojokerto,Ka Jena,50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
47,Jambi,Ka Jena,50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
38,Cilacap,Ka Jena,50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
47,Jambi,Ka Jena,50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
43,Yogya,Ka Jena,50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
38,Depok,Ka Jena,50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
32,Pasuruan,Ka Jena,50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
41,Bandung,Ka Jena,50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
32,Poso Sulteng,Ka Jena,50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
39,Indramayu,Ka Jena,50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
45,Sangatta Kalimantan Timur,Ka Jena & Digital Lettering,50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
36,Balikpapan,"Ka Jena, BaCiMay",50,Fashion,Busana Keluarga,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY"
0,Indonesia,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
38,Pangkalpinang ,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
52,Bogor,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
33,Lampung,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
0,Pemalang ,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
35,Palopo Sulsel,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
45,Bekasi,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
14,Jakarta ,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
19,Pekalongan ,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
35,Pekalongan ,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
32,Karanganyar ,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
40,Bogor,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
22,Sumatera Barat ,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
40,Sangatta,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
30,Pemalang ,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
48,Boyolali,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
21,Lombok,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
20,Sampit Kalteng,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
39,Bogor,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
29,Mamuju Tengah,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
0,Bali,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
32,Medan ,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
44,Sulsel,Kelas AI,70,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
33,Depok,Kelas Ayam Bakar Cantik,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
50,Balikpapan,Kelas Ayam Bakar Cantik,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
22,Sultra,Kelas Ayam Bakar Cantik,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
46,Samarinda,Kelas Ayam Krimax,100,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
35,Jakarta,Kelas Ayam Krimax,100,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Depok,Kelas BaCiMay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
46,Bojong gede ,Kelas Bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
44,Subang,Kelas bacimay,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
48,Bogor,Kelas BaCiMay & Kelas Desain Paket Basic+Lanjutan,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
47,Sidoarjo,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
23,Muna Sulawesi Tenggara,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
39,Ngawi,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
28,Sangatta Kaltim,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
26,Cirebon,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
31,Yogya,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
40,Muara Enim,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
36,Tangerang,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
23,Sinjai,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
29,Gresik,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
46,Boyolali,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
23,Sulsel,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
0,Bandung,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
19,Kalimantan,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
21,Tangerang,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
30,Denpasar,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
42,Jawa Tengah,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
51,Metro Lampung,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
31,Bekasi,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
19,Jember,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
17,Bogor,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
17,Balikpapan,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
39,Saampit,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
32,Bekasi,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
11,Pangkalpinang,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
10,Pangkalpinang,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
10,Pangkalpinang,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
10,Pangkalpinang,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
11,Pangkalpinang,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
10,Pangkalpinang,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
10,Jakarta,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
9,Sungailiat,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
12,Pontianak,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
15,Pangkalpinang,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
11,Lombok,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
38,Pangkalpinang,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
11,Kuwait,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
10,Kuwait,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
8,Tangerang,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
20,Nganjuk,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
32,Aceh,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
29,Kebumen,Kelas Bahasa Indonesia ,65,Bahasa,Keterampilan Menulis,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY"
43,Jakarta,Kelas baking online Brownies,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
46,Jakarta,Kelas Bolu,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
47,Jakarta barat,Kelas bolu,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
42,Tangerang,Kelas bolu,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
49,Semarang ,Kelas bolu,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
30,Gresik,Kelas bolu,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
37,Samarinda,Kelas bolu & brownies,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
52,Sumatera Barat,Kelas bolu & dessert,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
39,Tahuna Sulut,Kelas bolu & pizza mania ceria ,50,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
51,Balikpapan,Kelas brownies,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
47,Manado,Kelas Brownies,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
52,Jakarta Pusat,Kelas brownies,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
50,jln raya condet 001/01 no 31 kel gedong jakarta timur,Kelas Brownies,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling
